Age,PlayTimeHours,InGamePurchases,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,Gender_Female,Gender_Male,Location_Asia,Location_Europe,Location_Other,Location_USA,GameGenre_Action,GameGenre_RPG,GameGenre_Simulation,GameGenre_Sports,GameGenre_Strategy,GameDifficulty_Easy,GameDifficulty_Hard,GameDifficulty_Medium
42,3.70469128600757,0,18,172,26,8,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0
42,20.94300060439245,1,3,19,30,48,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
27,5.69659008681525,1,14,103,35,6,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0
38,18.69258153555192,0,7,35,99,44,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
17,23.64284373265269,0,19,48,36,29,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
46,21.88783850047373,0,12,136,62,30,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0
27,7.026288155666292,1,11,17,86,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
48,10.33724065105702,0,10,92,76,9,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
17,14.798688131748854,0,9,126,87,14,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
20,21.214560597799476,0,18,18,88,34,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
46,10.500688850549045,0,19,132,73,47,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0
19,13.532349495443423,0,13,119,11,32,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0
23,18.479246107351656,0,5,178,42,10,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
45,15.721209781719756,0,14,122,69,34,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0
23,23.924466762853136,1,17,101,43,15,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0
48,6.946703466466617,0,8,12,6,23,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
46,13.406092060229383,1,9,80,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
29,20.23047966752052,0,1,78,90,17,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
39,12.83127818088998,1,14,174,68,4,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0
27,22.73896323839568,0,12,66,57,44,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0
36,6.743121446115119,0,0,46,42,39,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
46,13.98858539892738,0,17,165,95,29,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0
24,23.416248888229752,0,15,75,94,42,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
32,16.24349420713591,0,15,56,82,46,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0
25,11.26065001385279,1,8,80,11,18,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
35,17.88789845694821,0,16,154,62,4,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0
35,15.628663405484067,0,5,54,24,25,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0
18,15.412941379520827,1,18,169,89,42,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0
32,19.67299422962381,1,12,144,25,29,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0
23,17.213035481211598,0,19,31,78,5,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
39,21.76074400259848,0,5,17,39,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
33,11.883806312125976,0,1,58,79,37,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
24,5.641959504778727,1,14,40,61,28,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
22,4.170198054299221,0,15,66,45,45,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
23,13.662816581160673,0,11,127,44,37,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0
18,15.94706839844534,0,2,54,71,7,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
31,9.294853676326756,0,15,177,69,46,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1
47,8.761876717943759,0,14,34,55,21,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
35,7.220147292766886,1,6,65,64,30,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
46,9.561983734327924,1,12,160,9,15,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0
22,9.351302249971566,0,3,10,56,32,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
37,19.66124902949024,0,16,165,49,41,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0
16,0.827041941327364,0,13,171,71,16,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
39,12.519869291931672,0,10,125,53,33,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
21,3.18235326347497,1,8,123,95,7,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
40,2.980286620499009,0,2,59,5,17,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
30,7.037383196851044,0,4,11,48,49,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1
49,8.64190107361661,0,0,130,27,20,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
28,5.122167652160528,0,12,139,42,22,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0
17,15.44082023598796,0,16,99,62,12,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1
24,2.851810732431236,1,13,11,34,41,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
22,8.126469224517592,1,15,163,18,7,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0
30,10.959638004078732,0,14,102,61,4,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0
31,22.50138311680121,0,18,38,97,9,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
32,9.58343817964089,1,15,10,40,20,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
33,16.416510139365965,0,19,70,71,5,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
20,0.4841699414447777,1,17,137,38,44,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0
46,17.708691544934126,0,4,86,6,31,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
40,15.525549231471729,0,11,139,8,30,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1
41,3.7042217081913735,0,19,119,64,7,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1
30,16.532415190298185,0,1,31,63,11,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
29,9.65472229342157,0,3,46,53,17,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
43,19.572670340133243,0,7,177,62,9,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
23,21.18391855240594,0,3,32,47,33,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
43,3.07571766262204,1,4,114,42,49,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0
44,17.975200475946355,0,8,41,98,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
34,23.577896447687984,0,17,152,82,23,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
22,17.66699708920663,0,16,54,1,37,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
43,6.747910807234424,0,18,14,98,8,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
40,4.963071944633001,0,18,112,35,13,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0
35,20.421925381009807,0,16,113,21,14,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0
30,11.25092306296336,0,12,175,2,31,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1
38,12.401995556210103,1,17,130,96,47,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0
39,4.2749801667262695,0,1,13,39,26,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
43,8.755079533006334,0,18,63,96,29,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
43,1.2362807174521286,1,0,55,39,27,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
28,10.222248856523276,0,18,58,70,15,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
24,0.4745293967346109,1,6,112,50,38,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
40,20.09928675580502,0,0,177,20,17,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
17,3.310829520107375,0,0,75,84,44,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
20,6.965655632984619,0,3,114,19,37,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
41,11.275231240064024,0,16,94,17,16,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1
45,21.58889149157981,1,13,38,19,45,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
20,2.18561181784848,0,8,97,74,15,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
24,7.047227525225485,0,19,142,89,27,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0
16,5.840880204297285,1,11,112,53,10,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
29,4.199698568205652,1,6,82,53,22,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
29,2.118739347013568,0,15,96,48,45,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0
31,10.334961504758558,0,17,154,82,11,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0
42,3.96364812936284,0,1,50,83,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
31,23.991245653838547,0,13,120,4,9,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0
35,18.38974491721636,0,15,91,83,20,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1
36,15.60320760093347,0,12,57,31,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
25,13.565157884792406,0,3,132,36,37,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1
28,11.180321583293892,0,11,112,79,21,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
20,10.533268496224231,0,3,47,13,44,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
18,2.8315928867755824,0,9,92,93,46,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
32,2.44642243734422,0,16,168,6,24,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0
25,22.634798322838705,0,2,20,25,18,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
27,5.896575015299635,0,8,127,24,16,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
20,10.433744163943626,0,17,78,60,48,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1
47,12.83359991816327,0,17,177,63,18,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0
19,16.726196416965845,1,2,96,85,43,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
23,16.63881705798458,0,11,159,29,1,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0
29,7.856412347365099,0,11,155,37,18,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0
26,4.811731590694778,1,0,151,21,24,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
18,1.470764769942071,0,0,59,39,14,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
29,9.895339715495028,0,9,153,77,30,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1
37,16.23196075825821,0,3,34,18,26,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
34,1.6372467956839314,0,17,47,28,18,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
22,11.486498483476067,0,0,97,38,16,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
36,19.52163688617204,0,13,138,53,8,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0
18,5.086436406812295,0,2,147,74,37,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
42,8.905488357207435,1,4,45,48,31,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
34,18.50668379017835,0,18,139,44,28,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0
45,17.913578067700676,0,11,35,29,26,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
24,3.738863290461955,1,10,92,82,39,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
21,5.271784875845974,1,11,179,47,10,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0
45,5.5115128543380525,1,9,122,88,11,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
31,4.638502695743347,1,15,96,3,7,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0
17,18.36954294510339,0,2,62,50,49,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
24,20.625850946698478,0,18,82,33,37,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
34,22.442702828452138,0,0,91,84,27,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
16,8.624803572103758,0,19,48,8,12,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
20,13.696873669273458,0,4,58,3,25,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
28,10.10079364300766,0,15,19,17,34,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
33,7.091257053201923,0,13,15,95,15,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
22,21.93344609968607,0,4,165,20,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0
44,13.12725127814453,1,18,81,51,35,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1
48,8.523180278738586,0,16,174,9,20,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0
38,6.505398952331871,0,6,58,30,33,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
37,21.17792774335233,0,12,113,69,32,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0
49,10.033129666237716,0,1,69,34,39,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
15,6.642207357839268,0,18,123,29,34,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0
39,11.69909636869214,0,12,89,33,15,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0
43,18.63173466917493,0,5,135,11,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
40,20.20739593935541,0,1,155,3,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
33,2.8515356381769106,0,17,86,49,36,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0
26,14.908133069635172,0,15,70,64,13,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0
39,0.9659677264434235,0,8,113,64,12,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0
29,7.034937377835399,0,6,29,4,48,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
22,11.377674028723966,0,4,168,18,10,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
16,13.812090103507517,0,3,162,31,33,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
29,14.496671290406576,0,9,176,94,34,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1
46,17.362702227876596,0,2,64,33,32,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
37,23.419340663182343,0,9,156,33,34,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1
43,10.156625076597566,0,2,83,7,42,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
49,3.20830552425455,1,19,107,27,49,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0
46,19.10536391405612,1,17,177,39,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0
47,21.873380959530223,1,8,29,59,46,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
45,11.434309363395958,0,17,87,15,27,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
23,20.54827472367478,0,1,36,99,18,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
46,23.232812660767472,0,17,92,54,36,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0
45,7.853820951757952,1,17,67,65,40,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
40,12.816171116447943,0,18,12,58,8,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
44,8.061623898900407,0,19,169,69,18,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0
23,12.753263157361545,0,0,33,43,29,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
33,19.7270719693165,0,0,12,65,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
24,14.93287601830218,0,14,32,69,37,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
49,13.718142960463693,0,3,139,34,10,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
18,17.764306033747438,1,3,35,18,34,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
38,20.1802376248025,0,11,115,8,22,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
43,8.862653280100849,0,9,25,50,27,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
38,0.1972073676474277,0,13,98,50,42,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
21,21.00601249921423,1,5,82,15,40,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
22,17.28524157857195,0,4,85,97,49,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
23,17.02581560332267,0,0,24,59,42,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
18,19.606737264017276,0,4,119,86,41,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
41,14.80067254654993,0,7,166,81,24,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0
38,20.16237835379849,0,3,157,77,47,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
40,22.932574482458435,0,14,153,63,9,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0
35,13.208875167285369,0,16,14,19,14,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
29,20.368877330665622,0,14,65,68,26,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
26,12.510896903619836,0,8,43,71,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
31,1.8860179080715591,0,6,131,92,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
44,4.695259666260823,0,0,154,59,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
47,1.3431579947399657,0,11,91,60,2,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
33,2.611826018843444,0,7,74,93,6,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
48,17.865689250861696,0,1,172,91,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
42,10.973313777450665,0,12,53,13,7,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
43,2.549366443589217,0,8,99,81,40,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
35,15.407510243134634,1,19,168,25,16,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1
31,2.9179437682162224,1,3,91,37,26,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
41,17.57989868178057,0,1,13,88,28,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
22,19.29799319954981,0,19,48,3,8,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
38,4.557340592194278,0,14,76,39,29,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
28,12.526647980827242,1,2,94,48,27,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
34,19.70398224176322,0,17,40,89,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
23,21.65638259550117,0,7,45,45,42,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
32,16.001151800181653,0,9,55,53,45,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0
33,8.719521784681195,0,10,22,51,45,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
37,1.5092337117403103,0,16,132,12,20,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0
24,21.90539635389986,0,3,37,60,19,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
37,23.36090942564678,1,13,40,67,25,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
45,11.506328510750816,0,1,44,54,4,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
21,6.2910951087396345,1,5,43,32,45,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
32,0.2696206373102816,0,13,132,29,5,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0
34,22.240501648074076,0,16,40,48,5,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
17,11.881675691478168,0,2,152,90,5,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
21,3.886621756836021,1,1,75,15,47,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
36,2.6348078473656296,0,19,115,57,49,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0
16,16.91246564278142,1,1,72,21,26,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
31,11.91602509119956,0,7,24,17,31,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
43,20.494445413824785,0,11,30,99,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
32,19.779097584057084,0,1,15,32,32,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
31,3.234178825187672,0,8,35,90,35,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0
27,0.9822361428223187,1,16,10,49,48,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
36,13.911995107716006,0,7,126,24,44,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
39,18.839638648456937,0,19,90,43,13,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
32,17.41537134267875,0,1,32,15,33,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
35,20.96023770567265,1,16,11,80,13,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
36,12.893020521376318,0,1,34,28,12,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
27,6.393469765943844,0,18,13,94,44,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
27,9.528722886945143,0,3,41,92,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
19,18.75878553737432,0,16,62,32,31,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
16,7.849488192001339,0,8,166,76,42,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0
43,23.58783383381181,0,15,77,95,40,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
27,5.268317716847304,0,9,146,93,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
40,6.168047918445137,1,2,169,13,25,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
34,8.000946152429982,0,17,125,8,44,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1
40,23.241733747094997,1,17,157,82,38,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0
34,5.516147418866474,0,5,100,46,16,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
21,9.563824200687623,0,17,140,1,19,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0
47,19.93279960363381,0,2,99,42,39,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
18,16.36224096092642,0,3,169,82,41,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
48,10.820645782655182,0,16,24,55,13,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
44,9.691292489423876,0,18,146,26,33,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
48,18.38641900517809,0,13,90,98,49,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0
36,17.696294896850187,0,1,130,40,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
46,14.389666745485226,0,2,165,28,23,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
47,6.707817750353971,0,11,171,60,38,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1
22,7.799610974301586,0,6,56,44,44,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0
39,16.24304806453953,0,19,174,51,4,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0
31,15.853882618227868,0,14,42,1,20,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
38,15.84703713157872,0,14,21,57,24,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
19,2.769637898068136,0,14,69,55,23,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
18,8.996783898127987,0,7,25,80,27,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
43,10.393338488772624,0,0,73,34,49,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
45,20.01959744861416,0,13,113,3,36,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1
15,16.903364505031664,0,9,129,89,46,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
17,1.9248744431747056,0,6,122,24,7,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
32,16.164802495709488,0,15,14,3,49,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
35,7.207543507433229,0,15,115,59,34,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0
18,16.204666975715643,0,19,109,17,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1
41,23.16449220136282,0,13,45,80,7,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0
29,5.097151510258829,1,12,12,14,19,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
26,0.3574909051609207,0,8,31,47,19,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
29,12.37892276176222,0,15,162,37,17,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0
42,17.209137121452077,1,19,16,98,12,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
19,0.0538133812420351,0,7,68,28,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
47,7.945109612870445,0,15,60,97,34,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
27,15.72913623435036,0,0,84,4,38,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
30,5.87022358880958,0,15,53,17,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
31,8.410843563721679,0,4,59,74,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
42,3.7664945469166327,0,9,72,50,24,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
22,22.47703350489464,0,15,111,56,6,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0
47,5.266285444750429,0,18,155,15,25,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0
25,1.4896623467652557,0,14,138,71,27,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1
15,10.639723534014294,0,9,161,47,34,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0
38,1.230341462396396,0,7,18,35,47,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
23,16.68599569253345,0,4,118,88,38,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
39,5.371842269602071,0,1,27,6,12,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
37,23.937975586634614,0,0,62,65,33,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
22,10.524194377288609,1,4,74,39,47,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
22,11.68278429502465,0,4,149,56,14,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
33,0.7076673319564017,0,16,156,31,20,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0
41,1.1502510328290851,0,2,62,85,43,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
27,18.30186894351159,0,18,52,98,15,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
32,19.458771577589257,0,8,11,25,28,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
34,20.167215444476916,0,3,30,48,20,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
18,23.933070617288827,0,18,159,5,38,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0
33,19.84445840045677,1,2,116,12,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
40,2.404943170439788,1,19,164,44,13,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1
35,1.2975291084324994,0,4,34,28,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
36,6.710785204493971,0,14,138,66,20,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
